고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋
K177630,남,24,11/05/96,53.833333,2,선불,CAT 200,이탈,ASAD90
K177640,남,15,16/12/97,34.366667,2,선불,CAT 200,이탈,ASAD90
K177650,남,17,13/11/99,11.133333,7,선불,CAT 200,이탈,ASAD90
K177660,여,12,28/09/99,12.666667,0,선불,CAT 200,유지,ASAD170
K177670,남,23,13/12/96,46.633333,0,선불,CAT 200,이탈,ASAD90
K177680,남,22,18/01/98,33.266667,1,선불,CAT 200,이탈,ASAD90
K177690,여,21,10/08/96,50.8,0,선불,CAT 200,이탈,ASAD90
K177700,여,19,23/12/98,21.966667,0,선불,CAT 200,유지,ASAD170
K177710,여,15,17/10/98,24.2,1,선불,CAT 200,이탈,ASAD90
K177720,남,17,19/06/99,16.033333,2,선불,CAT 200,이탈,ASAD90
K177730,남,13,02/09/96,50.033333,1,선불,CAT 200,이탈,ASAD90
K177740,남,15,19/03/96,55.6,9,선불,CAT 200,이탈,ASAD90
K177750,남,25,05/12/97,34.733333,1,선불,CAT 200,이탈,S50
K177760,여,18,11/07/96,51.8,0,선불,CAT 200,이탈,ASAD90
K177770,여,14,18/11/99,10.966667,0,선불,CAT 200,유지,ASAD170
K177780,여,16,03/08/97,38.866667,0,선불,CAT 200,유지,ASAD170
K177790,여,24,06/09/98,25.566667,1,선불,CAT 200,유지,ASAD170
K177800,여,20,16/09/99,13.066667,0,선불,CAT 200,이탈,ASAD90
K177810,여,14,07/03/98,31.666667,0,선불,CAT 200,이탈,ASAD90
K177820,여,14,28/07/98,26.9,2,선불,CAT 200,유지,ASAD170
K177830,남,20,08/09/98,25.5,2,선불,CAT 200,이탈,ASAD90
K177840,남,18,19/04/99,18.066667,2,선불,CAT 200,이탈,ASAD90
K177850,여,12,15/02/98,32.333333,0,선불,CAT 200,유지,ASAD170
K177860,남,23,15/06/97,40.5,0,선불,CAT 200,이탈,S50
K177870,남,21,06/03/96,56.033333,1,선불,CAT 200,이탈,ASAD90
K177880,남,23,04/07/96,52.033333,1,선불,CAT 200,이탈,ASAD90
K177890,여,23,14/09/98,25.3,10,선불,CAT 200,이탈,ASAD90
K177900,여,19,21/05/96,53.5,1,선불,CAT 200,유지,ASAD170
K177910,남,23,02/11/99,11.5,2,선불,CAT 200,유지,ASAD170
K177920,남,17,04/11/99,11.433333,2,선불,CAT 200,이탈,ASAD90
K177930,남,16,03/12/99,10.466667,1,선불,CAT 200,유지,ASAD170
K177940,여,25,27/01/97,45.133333,2,선불,CAT 200,이탈,ASAD90
K177950,여,19,07/11/99,11.333333,2,선불,CAT 200,이탈,S50
K177960,남,17,15/05/98,29.366667,0,선불,CAT 200,유지,ASAD170
K177970,여,15,06/12/97,34.7,5,선불,CAT 200,이탈,S50
K177980,여,14,24/06/98,28.033333,1,선불,CAT 200,이탈,ASAD90
K177990,여,15,02/01/97,45.966667,0,선불,CAT 200,이탈,S50
K178000,여,14,20/10/98,24.1,1,선불,CAT 200,이탈,ASAD90
K178010,남,17,22/07/99,14.933333,5,선불,CAT 200,이탈,ASAD90
K178020,남,21,01/05/98,29.833333,1,선불,CAT 200,이탈,ASAD90
K178030,여,12,04/04/99,18.566667,0,선불,CAT 200,이탈,ASAD90
K178040,여,25,01/07/96,52.133333,0,선불,CAT 200,유지,ASAD170
K178050,여,21,18/02/99,20.066667,2,선불,CAT 200,이탈,ASAD90
K178060,남,18,25/08/96,50.3,0,선불,CAT 200,이탈,S50
K178070,남,16,21/06/97,40.3,2,선불,CAT 200,이탈,S50
K178080,남,25,26/09/97,37.066667,0,선불,CAT 200,이탈,ASAD90
K178090,남,20,03/06/98,28.733333,2,선불,CAT 200,이탈,S50
K178100,남,19,04/02/99,20.533333,0,선불,CAT 200,이탈,ASAD90
K178110,여,24,20/09/98,25.1,5,선불,CAT 200,유지,S50
K178120,여,17,14/11/96,47.6,9,선불,CAT 200,이탈,ASAD90
K178130,남,16,09/06/97,40.7,2,선불,CAT 200,이탈,ASAD90
K178140,여,21,05/02/96,57.033333,1,선불,CAT 200,이탈,S50
K178150,남,21,22/12/99,9.833333,2,선불,CAT 200,유지,ASAD170
K178160,여,20,18/02/96,56.6,8,선불,CAT 200,이탈,S50
K178170,여,18,15/10/98,24.266667,0,선불,CAT 200,이탈,ASAD90
K178180,여,12,07/11/97,35.666667,1,선불,CAT 200,이탈,ASAD90
K178190,남,18,05/02/96,57.033333,7,선불,CAT 200,유지,ASAD170
K178200,여,23,28/08/97,38.033333,1,선불,CAT 200,유지,ASAD170
K178210,여,13,06/08/96,50.933333,2,선불,CAT 200,이탈,S50
K178220,여,24,02/03/99,19.666667,0,선불,CAT 200,이탈,ASAD90
K178230,여,21,07/06/97,40.766667,9,선불,CAT 200,유지,ASAD170
K178240,여,24,25/02/96,56.366667,11,선불,CAT 200,이탈,ASAD90
K178250,남,17,08/08/96,50.866667,0,선불,CAT 200,이탈,ASAD90
K178260,남,25,22/12/97,34.166667,0,선불,CAT 200,유지,ASAD90
K178270,남,16,17/10/99,12.033333,6,선불,CAT 200,이탈,ASAD90
K178280,남,17,19/08/96,50.5,9,선불,CAT 200,유지,ASAD170
K178290,여,16,31/10/99,11.566667,0,선불,CAT 200,이탈,S50
K178300,남,14,18/12/98,22.133333,2,선불,CAT 200,이탈,S50
K178310,여,24,13/11/96,47.633333,1,선불,CAT 200,이탈,ASAD90
K178320,남,21,11/05/98,29.5,3,선불,CAT 200,유지,ASAD170
K178330,여,18,06/07/98,27.633333,0,선불,CAT 200,이탈,ASAD90
K178340,여,21,12/08/98,26.4,1,선불,CAT 200,이탈,ASAD90
K178350,여,22,07/09/97,37.7,2,선불,CAT 200,유지,ASAD90
K178360,남,17,25/11/96,47.233333,1,선불,CAT 200,이탈,S50
K178370,여,15,06/08/97,38.766667,2,선불,CAT 200,유지,ASAD170
K178380,남,25,07/11/96,47.833333,8,선불,CAT 200,유지,ASAD170
K178390,여,24,02/06/99,16.6,0,선불,CAT 200,유지,ASAD170
K178400,남,18,08/05/99,17.433333,1,선불,CAT 200,유지,ASAD90
K178410,여,17,09/05/96,53.9,1,선불,CAT 200,유지,ASAD170
K178420,남,23,15/02/98,32.333333,2,선불,CAT 200,이탈,ASAD90
K178430,여,23,24/03/98,31.1,2,선불,CAT 200,이탈,ASAD90
K178440,여,20,22/04/98,30.133333,10,선불,CAT 200,유지,ASAD170
K178450,여,17,26/10/96,48.233333,0,선불,CAT 200,이탈,S50
K178460,여,15,07/01/96,58,0,선불,CAT 200,이탈,ASAD90
K178470,남,16,03/03/99,19.633333,0,선불,CAT 200,이탈,S50
K178480,남,21,04/03/96,56.1,10,선불,CAT 200,이탈,S50
K178490,남,25,06/02/98,32.633333,9,선불,CAT 200,이탈,S50
K178500,남,13,20/07/99,15,2,선불,CAT 200,유지,ASAD170
K178510,남,23,07/08/96,50.9,3,선불,CAT 200,이탈,S50
K178520,남,16,01/12/99,10.533333,1,선불,CAT 200,이탈,S50
K178530,남,24,05/05/98,29.7,0,선불,CAT 200,이탈,S50
K178540,남,24,02/10/98,24.7,11,선불,CAT 200,이탈,S50
K178550,여,22,25/01/96,57.4,6,선불,CAT 200,이탈,ASAD90
K178560,남,18,16/02/98,32.3,2,선불,CAT 200,이탈,ASAD170
K178570,여,24,16/02/99,20.133333,0,선불,CAT 200,이탈,S50
K178580,남,22,06/06/97,40.8,1,선불,CAT 200,이탈,ASAD90
K178590,남,16,18/08/99,14.033333,3,선불,CAT 200,이탈,ASAD90
K178600,남,19,03/07/98,27.733333,2,선불,CAT 200,이탈,S50
K178610,여,17,11/03/98,31.533333,1,선불,CAT 200,이탈,ASAD90
K178620,여,15,15/05/99,17.2,3,선불,CAT 200,이탈,ASAD90
K178630,여,25,05/05/96,54.033333,0,선불,CAT 200,유지,ASAD170
K178640,여,21,18/11/98,23.133333,0,선불,CAT 200,유지,ASAD170
K178650,여,18,23/07/99,14.9,1,선불,CAT 200,유지,ASAD170
K178660,남,16,11/07/99,15.3,1,선불,CAT 200,이탈,ASAD90
K178670,남,19,26/04/98,30,7,선불,CAT 200,유지,ASAD170
K178680,여,18,21/09/97,37.233333,2,선불,CAT 200,이탈,ASAD90
K178690,남,25,07/04/96,54.966667,2,선불,CAT 200,이탈,ASAD90
K178700,남,23,22/12/98,22,1,선불,CAT 200,이탈,S50
K178710,여,15,16/09/98,25.233333,1,선불,CAT 200,유지,ASAD170
K178720,여,16,10/12/99,10.233333,8,선불,CAT 200,유지,ASAD170
K178730,여,23,23/10/99,11.833333,8,선불,CAT 200,이탈,S50
K178740,남,20,26/04/98,30,2,선불,CAT 200,이탈,S50
K178750,남,14,18/02/98,32.233333,7,선불,CAT 200,유지,ASAD170
K178760,남,24,15/03/97,43.566667,0,선불,CAT 200,이탈,S50
K178770,남,19,07/05/96,53.966667,2,선불,CAT 200,이탈,ASAD90
K178780,여,21,05/11/99,11.4,2,선불,CAT 200,이탈,ASAD90
K178790,여,25,18/04/97,42.433333,0,선불,CAT 200,이탈,ASAD90
K178800,여,15,03/09/96,50,0,선불,CAT 200,유지,ASAD170
K178810,남,23,12/06/98,28.433333,2,선불,CAT 200,이탈,ASAD90
K178820,여,19,25/07/96,51.333333,8,선불,CAT 200,유지,ASAD90
K178830,남,24,21/12/96,46.366667,1,선불,CAT 200,이탈,ASAD90
K178840,여,15,05/09/99,13.433333,2,선불,CAT 200,유지,ASAD170
K178850,남,21,06/04/96,55,1,선불,CAT 200,이탈,S50
K178860,여,14,22/06/98,28.1,0,선불,CAT 200,이탈,ASAD90
K178870,남,20,12/01/97,45.633333,2,선불,CAT 200,이탈,ASAD90
K178880,남,22,26/09/99,12.733333,8,선불,CAT 200,이탈,ASAD90
K178890,남,12,20/07/99,15,1,선불,CAT 200,이탈,S50
K178900,남,23,04/02/99,20.533333,2,선불,CAT 200,이탈,ASAD90
K178910,여,14,26/04/96,54.333333,0,선불,CAT 200,이탈,ASAD90
K178920,남,20,07/09/96,49.866667,5,선불,CAT 200,이탈,ASAD90
K178930,여,22,16/11/98,23.2,2,선불,CAT 200,유지,ASAD170
K178940,여,20,09/01/97,45.733333,1,선불,CAT 200,유지,ASAD170
K178950,남,16,27/11/98,22.833333,2,선불,CAT 200,이탈,S50
K178960,여,17,20/01/98,33.2,11,선불,CAT 200,이탈,ASAD90
K178970,여,14,01/06/96,53.133333,11,선불,CAT 200,이탈,ASAD90
K178980,여,20,23/05/99,16.933333,1,선불,CAT 200,이탈,ASAD90
K178990,남,18,13/05/99,17.266667,2,선불,CAT 200,유지,ASAD170
K179000,여,20,01/07/97,39.966667,2,선불,CAT 200,이탈,ASAD90
K179010,여,18,17/03/98,31.333333,0,선불,CAT 200,이탈,S50
K179020,여,22,07/12/99,10.333333,0,선불,CAT 200,이탈,ASAD90
K179030,남,14,22/01/99,20.966667,2,선불,CAT 200,유지,ASAD170
K179040,여,17,07/06/96,52.933333,0,선불,CAT 200,이탈,ASAD90
K179050,남,20,05/03/96,56.066667,2,선불,CAT 200,유지,ASAD170
K179060,남,25,22/08/99,13.9,8,선불,CAT 200,이탈,ASAD90
K179070,여,13,19/11/97,35.266667,0,선불,CAT 200,이탈,S50
K179080,남,18,11/11/96,47.7,1,선불,CAT 200,유지,ASAD90
K179090,남,23,07/07/97,39.766667,1,선불,CAT 200,유지,ASAD170
K179100,여,21,07/11/97,35.666667,3,선불,CAT 200,유지,ASAD170
K179110,남,19,16/05/97,41.5,0,선불,CAT 200,이탈,S50
K179120,남,24,08/11/96,47.8,6,선불,CAT 200,이탈,S50
K179130,남,16,09/11/97,35.6,0,선불,CAT 200,이탈,S50
K179140,남,16,12/04/98,30.466667,0,선불,CAT 200,이탈,ASAD90
K179150,여,24,03/08/96,51.033333,2,선불,CAT 200,이탈,ASAD90
K179160,여,25,28/02/97,44.066667,0,선불,CAT 200,이탈,ASAD90
K179170,남,18,11/03/98,31.533333,1,선불,CAT 200,이탈,ASAD90
K179180,여,18,05/01/99,21.533333,0,선불,CAT 200,이탈,S50
K179190,여,21,23/05/98,29.1,1,선불,CAT 200,유지,ASAD170
K179200,여,17,19/05/98,29.233333,2,선불,CAT 200,유지,ASAD170
K179210,여,25,20/12/98,22.066667,5,선불,CAT 200,이탈,S50
K179220,여,23,14/01/98,33.4,1,선불,CAT 200,이탈,ASAD90
K179230,여,13,16/06/96,52.633333,0,선불,CAT 200,이탈,S50
K179240,여,25,01/05/99,17.666667,9,선불,CAT 200,이탈,ASAD90
K179250,여,24,20/06/96,52.5,1,선불,CAT 200,유지,ASAD170
K179260,남,15,14/11/99,11.1,2,선불,CAT 200,이탈,ASAD90
K179270,여,19,17/11/97,35.333333,2,선불,CAT 200,유지,ASAD170
K179280,여,23,11/06/97,40.633333,0,선불,CAT 200,이탈,ASAD90
K179290,남,16,26/12/97,34.033333,7,선불,CAT 200,유지,ASAD90
K179300,여,23,09/02/96,56.9,0,선불,CAT 200,유지,ASAD170
K179310,남,20,23/03/98,31.133333,0,선불,CAT 200,유지,ASAD170
K179320,여,15,13/05/96,53.766667,2,선불,CAT 200,이탈,S50
K179330,여,22,02/08/97,38.9,0,선불,CAT 200,이탈,S50
K179340,남,14,10/12/99,10.233333,7,선불,CAT 200,유지,ASAD170
K179350,남,15,27/01/97,45.133333,0,선불,CAT 200,이탈,ASAD90
K179360,여,22,10/09/96,49.766667,0,선불,CAT 200,이탈,S50
K179370,여,14,18/06/96,52.566667,0,선불,CAT 200,유지,ASAD170
K179380,여,14,20/09/98,25.1,0,선불,CAT 200,이탈,S50
K179390,여,14,03/06/97,40.9,0,선불,CAT 200,이탈,ASAD90
K179400,여,19,07/04/97,42.8,6,선불,CAT 200,이탈,ASAD90
K179410,남,14,14/02/97,44.533333,1,선불,CAT 200,이탈,S50
K179420,남,15,05/02/96,57.033333,2,선불,CAT 200,이탈,ASAD90
K179430,여,17,14/05/98,29.4,7,선불,CAT 200,이탈,ASAD90
K179440,여,12,19/08/98,26.166667,4,선불,CAT 200,유지,ASAD170
K179450,남,20,15/04/98,30.366667,2,선불,CAT 200,이탈,ASAD90
K179460,남,18,05/07/99,15.5,2,선불,CAT 200,이탈,ASAD90
K179470,여,21,24/12/98,21.933333,2,선불,CAT 200,이탈,S50
K179480,남,19,31/03/99,18.7,2,선불,CAT 200,이탈,S50
K179490,남,23,14/01/98,33.4,1,선불,CAT 200,유지,ASAD170
K179500,남,23,13/06/98,28.4,0,선불,CAT 200,이탈,ASAD90
K179510,남,21,08/11/98,23.466667,2,선불,CAT 200,이탈,ASAD170
K179520,여,20,25/09/99,12.766667,1,선불,CAT 200,이탈,ASAD90
K179530,남,18,21/01/96,57.533333,0,선불,CAT 200,이탈,ASAD90
K179540,여,14,20/11/96,47.4,2,선불,CAT 200,이탈,S50
K179550,남,22,09/10/99,12.3,2,선불,CAT 200,유지,ASAD90
K179560,남,23,14/07/98,27.366667,6,선불,CAT 200,이탈,ASAD90
K179570,남,20,03/05/99,17.6,1,선불,CAT 200,이탈,S50
K179580,남,23,20/04/96,54.533333,1,선불,CAT 200,이탈,ASAD90
K179590,남,22,07/02/98,32.6,1,선불,CAT 200,이탈,ASAD90
K179600,여,15,19/08/99,14,2,선불,CAT 200,이탈,ASAD170
K179610,남,17,07/08/98,26.566667,1,선불,CAT 200,이탈,ASAD90
K179620,남,16,25/08/97,38.133333,1,선불,CAT 200,이탈,ASAD90
K179630,여,21,15/10/97,36.433333,1,선불,CAT 200,유지,ASAD170
K179640,여,13,03/09/98,25.666667,0,선불,CAT 200,이탈,ASAD90
K179650,남,21,10/12/98,22.4,11,선불,CAT 200,이탈,ASAD90
K179660,남,12,22/10/99,11.866667,0,선불,CAT 200,이탈,S50
K179670,남,18,11/05/98,29.5,1,선불,CAT 200,유지,ASAD170
K179680,여,12,04/12/97,34.766667,1,선불,CAT 200,이탈,S50
K179690,여,18,15/07/97,39.5,2,선불,CAT 200,유지,ASAD170
K179700,남,12,14/04/97,42.566667,0,선불,CAT 200,이탈,ASAD90
K179710,남,25,13/08/98,26.366667,0,선불,CAT 200,이탈,S50
K179720,남,13,22/04/96,54.466667,2,선불,CAT 200,유지,ASAD170
K179730,여,24,31/01/97,45,1,선불,CAT 200,유지,ASAD170
K179740,여,21,11/12/96,46.7,0,선불,CAT 200,이탈,ASAD90
K179750,여,24,09/11/98,23.433333,10,선불,CAT 200,이탈,ASAD90
K179760,여,21,21/10/98,24.066667,6,선불,CAT 200,이탈,S50
K179770,여,16,02/01/99,21.633333,0,선불,CAT 200,유지,ASAD170
K179780,남,23,27/08/97,38.066667,1,선불,CAT 200,이탈,S50
K179790,여,15,06/09/96,49.9,1,선불,CAT 200,이탈,ASAD90
K179800,여,15,19/09/99,12.966667,0,선불,CAT 200,이탈,S50
K179810,여,23,14/07/97,39.533333,0,선불,CAT 200,이탈,S50
K179820,남,23,15/09/98,25.266667,6,선불,CAT 200,이탈,ASAD170
K179830,여,17,28/09/97,37,1,선불,CAT 200,유지,ASAD170
K179840,남,24,13/06/98,28.4,1,선불,CAT 200,이탈,ASAD90
K179850,남,24,11/12/99,10.2,0,선불,CAT 200,유지,ASAD170
K179860,남,15,22/03/96,55.5,2,선불,CAT 200,유지,ASAD170
K179870,남,15,01/11/97,35.866667,0,선불,CAT 200,이탈,ASAD90
K179880,남,17,11/09/99,13.233333,2,선불,CAT 200,이탈,S50
K179890,여,13,01/07/97,39.966667,4,선불,CAT 200,이탈,ASAD90
K179900,여,24,26/12/96,46.2,7,선불,CAT 200,이탈,ASAD90
K179910,남,19,08/11/97,35.633333,11,선불,CAT 200,이탈,ASAD90
K179920,남,19,27/06/96,52.266667,1,선불,CAT 200,이탈,ASAD90
K179930,남,15,06/02/96,57,1,선불,CAT 200,유지,ASAD170
K179940,남,22,22/12/96,46.333333,1,선불,CAT 200,이탈,S50
K179950,남,12,15/04/97,42.533333,0,선불,CAT 200,이탈,ASAD90
K179960,남,20,03/03/97,43.966667,1,선불,CAT 200,이탈,S50
K179970,여,21,10/06/98,28.5,0,선불,CAT 200,이탈,ASAD90
K179980,여,17,02/08/99,14.566667,1,선불,CAT 200,유지,ASAD170
K179990,남,21,06/12/99,10.366667,4,선불,CAT 200,이탈,ASAD90
K180000,여,16,28/05/98,28.933333,1,선불,CAT 200,이탈,S50
K180010,여,17,27/02/98,31.933333,1,선불,CAT 200,이탈,ASAD90
K180020,남,21,04/08/99,14.5,0,선불,CAT 200,이탈,S50
K180030,남,21,28/04/97,42.1,6,선불,CAT 200,이탈,S50
K180040,여,18,03/02/97,44.9,1,선불,CAT 200,유지,ASAD170
K180050,남,20,06/05/96,54,1,선불,CAT 200,이탈,ASAD90
K180060,남,21,06/01/97,45.833333,7,선불,CAT 200,이탈,S50
K180070,남,24,07/06/98,28.6,0,선불,CAT 200,이탈,ASAD90
K180080,여,15,15/01/97,45.533333,0,선불,CAT 200,이탈,ASAD90
K180090,남,15,31/10/98,23.733333,1,선불,CAT 200,이탈,ASAD90
K180100,남,18,10/05/96,53.866667,2,선불,CAT 200,이탈,ASAD90
K180110,남,21,12/10/99,12.2,0,선불,CAT 200,이탈,ASAD90
K180120,남,25,22/02/99,19.933333,1,선불,CAT 200,이탈,S50
K180130,남,14,24/12/96,46.266667,0,선불,CAT 200,유지,ASAD170
K180140,여,21,09/05/98,29.566667,1,선불,CAT 200,이탈,ASAD90
K180150,남,12,08/01/97,45.766667,0,선불,CAT 200,이탈,S50
K180160,남,17,18/05/97,41.433333,2,선불,CAT 200,이탈,ASAD90
K180170,여,23,19/07/99,15.033333,10,선불,CAT 200,이탈,ASAD90
K180180,여,20,08/07/99,15.4,0,선불,CAT 200,이탈,ASAD90
K180190,남,18,02/03/97,44,11,선불,CAT 200,이탈,ASAD90
K180200,여,23,14/10/96,48.633333,0,선불,CAT 200,이탈,S50
K180210,여,25,23/10/98,24,0,선불,CAT 200,유지,ASAD170
K180220,여,19,28/01/98,32.933333,2,선불,CAT 200,유지,S50
K180230,여,21,24/02/99,19.866667,8,선불,CAT 200,이탈,S50
K180240,남,21,07/04/98,30.633333,10,선불,CAT 200,유지,ASAD90
K180250,남,13,17/06/97,40.433333,1,선불,CAT 200,이탈,ASAD90
K180260,남,15,12/04/97,42.633333,2,선불,CAT 200,유지,ASAD90
K180270,여,19,01/02/99,20.633333,2,선불,CAT 200,유지,ASAD170
K180280,남,16,27/09/96,49.2,2,선불,CAT 200,유지,ASAD170
K180290,여,24,26/07/98,26.966667,1,선불,CAT 200,이탈,ASAD90
K180300,남,17,13/04/96,54.766667,0,선불,CAT 200,유지,ASAD170
K180310,남,15,13/09/98,25.333333,0,선불,CAT 200,이탈,ASAD90
K180320,여,21,17/06/97,40.433333,2,선불,CAT 200,이탈,ASAD90
K180330,남,12,25/01/97,45.2,0,선불,CAT 200,이탈,ASAD90
K180340,남,25,10/09/99,13.266667,0,선불,CAT 200,유지,ASAD170
K180350,남,17,02/02/96,57.133333,2,선불,CAT 200,이탈,ASAD90
K180360,남,20,12/08/98,26.4,1,선불,CAT 200,유지,ASAD170
K180370,여,21,26/06/97,40.133333,10,선불,CAT 200,유지,ASAD170
K180380,남,21,03/09/99,13.5,0,선불,CAT 200,이탈,ASAD90
K180390,남,18,19/07/98,27.2,9,선불,CAT 200,이탈,S50
K180400,남,18,27/12/98,21.833333,2,선불,CAT 200,유지,S50
K180410,여,21,12/03/98,31.5,1,선불,CAT 200,유지,ASAD170
K180420,여,23,10/06/97,40.666667,0,선불,CAT 200,유지,ASAD170
K180430,남,19,17/02/97,44.433333,5,선불,CAT 200,유지,ASAD170
K180440,여,18,13/08/96,50.7,1,선불,CAT 200,유지,ASAD170
K180450,남,12,18/01/98,33.266667,10,선불,CAT 200,이탈,ASAD90
K180460,여,22,31/12/98,21.7,2,선불,CAT 200,이탈,S50
K180470,남,13,13/01/96,57.8,2,선불,CAT 200,이탈,ASAD90
K180480,남,25,05/02/97,44.833333,0,선불,CAT 200,유지,ASAD170
K180490,남,17,08/07/96,51.9,0,선불,CAT 200,유지,ASAD170
K180500,남,24,17/10/97,36.366667,7,선불,CAT 200,이탈,S50
K180510,여,25,24/12/98,21.933333,4,선불,CAT 200,유지,ASAD90
K180520,남,19,04/01/99,21.566667,2,선불,CAT 200,이탈,ASAD90
K180530,남,25,05/10/96,48.933333,1,선불,CAT 200,유지,ASAD90
K180540,남,20,11/02/98,32.466667,5,선불,CAT 200,유지,ASAD170
K180550,여,22,27/08/97,38.066667,6,선불,CAT 200,이탈,ASAD90
K180560,여,14,09/11/97,35.6,0,선불,CAT 200,유지,ASAD170
K180570,남,17,22/01/99,20.966667,0,선불,CAT 200,이탈,S50
K180580,남,20,07/08/97,38.733333,2,선불,CAT 200,이탈,ASAD90
K180590,남,22,21/11/98,23.033333,6,선불,CAT 200,이탈,ASAD90
K180600,여,22,01/11/98,23.7,2,선불,CAT 200,유지,ASAD170
K180610,여,20,09/08/99,14.333333,1,선불,CAT 200,이탈,ASAD90
K180620,여,19,18/10/99,12,2,선불,CAT 200,이탈,ASAD90
K180630,남,22,24/07/99,14.866667,6,선불,CAT 200,이탈,ASAD90
K180640,남,22,26/03/98,31.033333,2,선불,CAT 200,유지,ASAD90
K180650,여,22,01/10/98,24.733333,1,선불,CAT 200,이탈,ASAD90
K180660,남,16,14/08/98,26.333333,2,선불,CAT 200,유지,ASAD170
K180670,남,12,16/12/97,34.366667,0,선불,CAT 200,이탈,ASAD90
K180680,남,21,18/10/99,12,2,선불,CAT 200,이탈,S50
K180690,여,25,18/08/99,14.033333,1,선불,CAT 200,이탈,ASAD90
K180700,남,12,08/07/96,51.9,4,선불,CAT 200,이탈,S50
K180710,여,19,25/05/97,41.2,2,선불,CAT 200,이탈,ASAD90
K180720,남,23,09/04/96,54.9,0,선불,CAT 200,유지,ASAD170
K180730,여,13,06/08/97,38.766667,1,선불,CAT 200,이탈,ASAD90
K180740,여,23,01/07/97,39.966667,4,선불,CAT 200,유지,ASAD170
K180750,남,20,05/01/97,45.866667,1,선불,CAT 200,유지,ASAD170
K180760,남,24,16/08/99,14.1,11,선불,CAT 200,이탈,ASAD90
K180770,여,25,04/12/99,10.433333,2,선불,CAT 200,이탈,ASAD90
K180780,여,21,22/09/96,49.366667,6,선불,CAT 200,이탈,ASAD90
K180790,여,16,07/01/97,45.8,2,선불,CAT 200,이탈,ASAD90
K180800,남,21,14/08/98,26.333333,2,선불,CAT 200,유지,ASAD170
K180810,여,14,14/09/97,37.466667,0,선불,CAT 200,이탈,ASAD90
K180820,여,25,11/09/99,13.233333,2,선불,CAT 200,유지,ASAD170
K180830,여,24,28/06/99,15.733333,0,선불,CAT 200,이탈,S50
K180840,여,16,11/05/96,53.833333,3,선불,CAT 200,유지,ASAD90
K180850,여,23,08/08/97,38.7,0,선불,CAT 200,이탈,S50
K180860,남,25,08/08/98,26.533333,2,선불,CAT 200,이탈,ASAD90
K180870,여,13,06/05/97,41.833333,1,선불,CAT 200,유지,ASAD170
K180880,여,14,22/05/96,53.466667,11,선불,CAT 200,이탈,ASAD90
K180890,남,23,15/03/96,55.733333,2,선불,CAT 200,이탈,ASAD90
K180900,여,24,17/05/96,53.633333,9,선불,CAT 200,이탈,S50
K180910,여,18,28/01/99,20.766667,0,선불,CAT 200,이탈,S50
K180920,여,25,21/06/97,40.3,2,선불,CAT 200,이탈,ASAD90
K180930,여,22,16/04/99,18.166667,2,선불,CAT 200,이탈,ASAD90
K180940,여,19,04/02/97,44.866667,10,선불,CAT 200,유지,ASAD170
K180950,여,18,21/12/96,46.366667,1,선불,CAT 200,이탈,ASAD90
K180960,남,19,13/12/96,46.633333,1,선불,CAT 200,유지,ASAD170
K180970,여,20,04/09/97,37.8,11,선불,CAT 200,유지,ASAD170
K180980,여,14,24/08/96,50.333333,2,선불,CAT 200,이탈,S50
K180990,여,17,01/03/99,19.7,2,선불,CAT 200,이탈,ASAD90
K181000,남,22,09/12/97,34.6,0,선불,CAT 200,유지,ASAD170
K181010,남,24,13/11/98,23.3,2,선불,CAT 200,이탈,S50
K181020,남,16,14/08/98,26.333333,0,선불,CAT 200,이탈,ASAD90
K181030,남,18,22/12/97,34.166667,1,선불,CAT 200,유지,ASAD170
K181040,여,21,14/01/97,45.566667,1,선불,CAT 200,이탈,ASAD90
K181050,남,17,14/02/99,20.2,0,선불,CAT 200,유지,ASAD170
K181060,남,23,18/05/98,29.266667,1,선불,CAT 200,이탈,ASAD90
K181070,남,22,11/07/97,39.633333,9,선불,CAT 200,이탈,S50
